reviewer,rating,review_date,review,label,score
Riki,1.0,2023-03-08 08:08:00,"Tolong hapus data saya , saya merasa ditipu (akun kena hack) dan saya tidak pernah melakukan pembelian tiket pesawat pakai paylatter Terimakasih",Neutral,0.9992642998695374
Marianus Hengki roy,5.0,2023-02-24 01:54:00,Sangat memuaskan Dan muda .. mendapatkan tiket,Positive,0.9996765851974487
Raiyzal,1.0,2023-01-22 14:12:00,"Kasih keterangan ketersetujuan atau ketidak setujuan permintaan khusus di bukti pemesanan, jika pihak terkait tidak menyediakan permintaan khusus minimal ada pemberitahuan pada keterangan deskripsi, jika memang tidak bisa memberikan keterangan minimal jangan beri opsi pilihan agar ketika checkout tidak ada kerugian dan tidak ada indikasi penipuan pada pihak pemesan",Neutral,0.999593198299408
wasmujo slamet,5.0,2023-05-18 11:44:00,mudah dan membantu tanpa ngantri,Positive,0.9968999624252319
Nur Hayati,5.0,2023-02-19 06:43:00,mantap mudah dan terjamin,Positive,0.9994848966598511
andi m,1.0,2023-04-30 09:32:00,Aplikasi jelek. Gak bisa buat booking.,Negative,0.9998795986175537
Ramdan Usman,5.0,2023-01-09 13:56:00,Menguntungkan apalagi bisa pembayaran kredit,Positive,0.9994158744812012
pandia wss,5.0,2023-04-29 03:40:00,layanan sangat memuaskan,Positive,0.9997207522392273
Daun Hejokolot,5.0,2023-01-05 08:15:00,"cukup membantu, hemat waktu",Positive,0.9979225993156433
Nining_ Y,1.0,2023-04-24 04:40:00,"Capek we, ga bisa berkata-kata lagi deh :""(,.. sebelum update appnya :), setelah update :'(... Sumpah gw bukannya untung, malah buntung. Bring back all of my m*ney. Bringgg it back to me!!!! Kembaliin! Nominalnya gede itu buatkuT-T",Negative,0.9997544884681702
Allamedyhandoyo Edy,5.0,2023-01-22 12:11:00,aplikasi mudah utk booking,Neutral,0.8694341778755188
Henz Drummer,5.0,2023-05-18 05:53:00,sangat membantu saya dan memudahkan saya bertraveler...,Positive,0.9995504021644592
Wisnu Abimanyu,1.0,2023-03-21 10:12:00,Susah mau pesen tiket bis... Gak pernah berhasil...,Negative,0.9997219443321228
agata Jenia,5.0,2023-05-14 03:13:00,"apk bagus, sangat membantu",Positive,0.9996750354766846
babar wicaksono,4.0,2023-01-14 01:58:00,Saya kok gak bisa ubah reservasi hotel yah setelah voucher kamar udah terbit,Negative,0.9988383650779724
Ardi pasker,3.0,2023-02-26 14:43:00,"Mohon maaf mau tanya min, tdi saya kan beli tiket cuma ketinggalan pesawat saya, itu kira² msih bsa apa gk di pkek tiket ny tdi buat penerbangan besok ya min..?????",Negative,0.9293426275253296
Andra Boy,1.0,2023-02-02 07:07:00,Mengapa paylater saya tidak bisa di pakai pasahal pembayaran saya baik dan tidak ada tunggakan??,Negative,0.9048700928688049
Gawang Restu Winduansah,1.0,2023-05-06 13:30:00,Aplikasi ternama dengan customer service yang buruk!,Negative,0.9998842477798462
A Dewa69,2.0,2023-04-20 10:06:00,Tiket dan hotel lumayan mehong penawarannya,Positive,0.9993515610694885
James,5.0,2023-04-15 02:37:00,Sy sudah pengajuan untuk pay later tetap tidak di acc kenapa? Padahal sy sering pesan hotel,Neutral,0.9982122182846069
Pujianto Sbg,5.0,2023-03-05 02:00:00,lebih mudah dan cepat,Positive,0.9995651841163635
diar sofiar,5.0,2023-05-18 03:51:00,"ada promo dan diskon,, mantaps",Positive,0.9994789958000183
Prasetya Hery pratama,1.0,2023-01-13 08:53:00,Gak guna br download langsung uninstal,Neutral,0.9960120916366577
Djhon,5.0,2023-04-18 21:51:00,cara cepat untuk pembelian tickets. thankyou??,Neutral,0.9913894534111023
Ilmyanti Tere,5.0,2023-02-02 21:28:00,sangat membantu dalam melakukan perjalanan,Positive,0.9995146989822388
AHMAD BARKAH,5.0,2023-03-12 23:44:00,lebih mudah proses nya,Positive,0.9994118213653564
Abdul Ghoffar,5.0,2023-03-09 06:52:00,sangat bagus & langsung di respons,Positive,0.9997261166572571
DARIUS,4.0,2023-02-28 14:13:00,sangat baik dan profesional,Positive,0.9995885491371155
Putra Sinuhaji,4.0,2023-04-26 20:46:00,cukup mudah dan cepat,Positive,0.9967750906944275
WENDRY SAPUTRA,2.0,2023-03-28 14:30:00,kupon casback membingungkan..mending gak usah promo dr pada PHP..ternyata malah casback ke hotel hadew,Negative,0.9998584985733032
rozi abdillah,2.0,2023-04-04 22:27:00,aplikasi tidak bisa konek internet,Negative,0.994354248046875
Monang Pasaribu,5.0,2023-03-04 09:27:00,proses cepat dan mudah,Positive,0.9996119141578674
herjuno kuncoro jakti,5.0,2023-01-21 15:10:00,"keren, sering ada promo",Positive,0.9992024302482605
riri sundari,5.0,2023-02-06 15:00:00,"memudahkan reservasi dimanapun berada,keren??",Positive,0.9994515776634216
Nanda Elfan,1.0,2023-03-28 07:03:00,Verifikasi aja lama login aja susah banget kntl,Negative,0.9998525381088257
Sujarwo Jombang14,5.0,2023-02-06 03:56:00,Alhamdulillah dengan adanya Traveloka kemana saja akan mudah,Positive,0.9997214674949646
Edo Heriyanto,1.0,2023-01-05 11:12:00,Buat daftar pay later aja gk bisa,Neutral,0.9997013211250305
Nola Vee,5.0,2023-03-31 15:06:00,simple dan g pake ribet,Positive,0.9932854175567627
michel george,5.0,2023-05-16 07:02:00,"amat sangat membantu saya, kami keluarga dan komunitas kami... semakin luar biasa",Positive,0.9995656609535217
Tovic Harahap,5.0,2023-05-14 07:38:00,Pelayanan nya sangat baik dan sangat ramah,Positive,0.9997655749320984
Dewi Citra,5.0,2023-03-08 01:49:00,ok banget. Alhamdullilah selama ini boking hotel dll lancar2 aja????,Positive,0.9992080330848694
Helmi Ferdiansyah,5.0,2023-04-25 07:02:00,sangat memudahkan untuk membeli tiket,Positive,0.9995487332344055
Joni Hendra,5.0,2023-03-08 01:49:00,proses pembelian tiket sangat cepat,Positive,0.9996895790100098
Syamsu Alam,5.0,2023-04-14 13:21:00,sumpah ini game bagus banget ????? ini game terkenal lima bintang ya ampun keren nya ini game??,Negative,0.9995174407958984
Gemini Yuni,1.0,2023-01-26 08:39:00,"Dlu lancar"" aja pke traveloka skrg 2023 mlah kyk taiiii beli tiket sdh lakukan pmbayaran mnta bukti pmbyaran pdhl dr dlu smpe desember kmrn ga pke gt..yg sy byar td dr atm nya ga kluar struk pmbyarab n saldo rek sy sdh ke potong akhirnya psan bru lg..trs gmn uang sy yg sdh msuk ke rek traveloka hangus gt?mkan dah tu uang sy smoga ushanya brkah ya sy ikhlasin tu uang sy yg sdh klian ambil smoga dpt gntinya dr t4 lain..ga bklan lg beli tiket di traveloka ????",Negative,0.9971518516540527
Andreas Saputro,5.0,2023-01-01 13:17:00,aplilasi yang mudah dan terpercaya,Positive,0.9993425011634827
Ima Dzik,3.0,2023-02-25 13:46:00,Ko ga bisa di pake yah paylaternya.. Alasan keamanan aja,Negative,0.9786207675933838
Metro Jaya,5.0,2023-02-24 04:16:00,Sangat membantu. semoga point nya tidak pake hangus... ??,Positive,0.9989970326423645
Hena Yugi,5.0,2023-04-26 12:53:00,sangat mempermudah dalam segala pemesanan ??????????,Positive,0.9995077848434448
aryanto,4.0,2023-02-06 02:32:00,Mengajukan Traveloka Paylater Keterangannya terjadi Kesalahan terus kenapa ya?,Neutral,0.9932399988174438
Neli Sundari,5.0,2023-05-10 10:47:00,sangat membantu sekali terimakasih traveloka,Positive,0.9988731741905212
Rizky Della Ananda,5.0,2023-04-18 08:25:00,sangat membantu untuk pembelian tiket,Positive,0.9994156360626221
Hisyam Arrofif,4.0,2023-05-03 23:42:00,pilihan nomer seat tidak bisa dilakukan,Negative,0.9889800548553467
Oei Sutanto,5.0,2023-03-28 00:32:00,sangat baik sempet salah transfer aja.pelayanan tetap terbaik.trima kasih traveloka,Positive,0.9974225759506226
Bang AnO,5.0,2023-01-13 04:09:00,Sudah lama pakai apk ini... Pokoknya mantap...,Negative,0.9342663288116455
Mpi Atwa,5.0,2023-02-05 13:55:00,cepat dan udah transaksinya,Positive,0.9985485672950745
Cathy Tuhumena,5.0,2023-04-20 14:50:00,mudah dan praktis,Positive,0.9996428489685059
Eka Putri,5.0,2023-02-11 05:37:00,bagus pokoknya traveloka lancar jaya.sukses trus,Positive,0.9996575117111206
Januarius Ameyop,5.0,2023-03-28 23:39:00,"Traveloka sangat bagus,memudakan saya dlm ber transaksi apapun",Positive,0.9997532963752747
wik wik,1.0,2023-04-17 01:55:00,No. OTP nya nggak di kirim2 dari Traveloka sampe Batak pembayaran parah,Negative,0.9997511506080627
Suci Anggraini,1.0,2023-05-19 06:33:00,Iklan mulu di hp w ganggu tau,Negative,0.9998131394386292
Nury Minu,5.0,2023-01-19 02:24:00,traveloka keren mempermudah urusan pembyarn...,Positive,0.9989336133003235
ferry kwan,1.0,2023-01-01 03:15:00,tidak sesuai dengan apa yg kita butuh kan dan tidak sesuai ya d minta soal chek in lbh cepat,Negative,0.9998664855957031
Bambang Hardiansyah HRD,4.0,2023-02-22 04:21:00,tingkatkan pelayanann murahkan harga tiket,Neutral,0.9794837236404419
Satria Bermakna,5.0,2023-01-09 03:34:00,cepat dan praktis,Positive,0.9996676445007324
puthut widodo,5.0,2023-04-27 03:22:00,top markotop... selalu setia dengan traveloka,Positive,0.9989174604415894
013_Eka Qurniati Syahputri_2,5.0,2023-04-30 03:43:00,sangat² membantu disetiap perjalanan ????,Positive,0.9975807666778564
Gunawarman Hartono,5.0,2023-07-13 15:38:00,Sngt praktis dan akurat ..,Positive,0.9993853569030762
Andrea perwando,5.0,2023-01-31 06:31:00,keren...mempermudah mmbeli tiket pesawat,Positive,0.9994469285011292
Agus Leo Sumadia,5.0,2023-06-01 09:52:00,Aplikasi utama kl bepergian ??,Neutral,0.9978464841842651
adit setyawan,1.0,2023-03-04 19:12:00,"Aplikasi eror,top up uangku jga gak bisa",Negative,0.999804675579071
arif cape,5.0,2023-10-27 10:54:00,Aplikasi yang membantu buat perjalanan,Positive,0.955761730670929
Wahyu Muhartono,5.0,2023-03-10 04:33:00,cepat dan mantabs,Positive,0.9993185997009277
Kang Bakso,4.0,2023-02-10 19:10:00,Sangan mudah dan praktis,Positive,0.9996246099472046
muchamad aziz fahmi,5.0,2023-11-02 08:47:00,Sangat membantu saya dalam perjalanan ke destinasi wisata selama saya honeymoon bersama istri,Positive,0.9995598196983337
Bachtiar sarumaha,5.0,2023-01-02 05:29:00,sangat ringan dan mudah,Positive,0.9996335506439209
Santo 11,5.0,2023-02-18 14:38:00,Mohondengat sangat kepada selper2 dimanapun berada saya mohon dengan sangat sangat jangan ada pemgbajakan no hp kepada hp orang lain maupun akun orang lain disadap kepada orang lain maupun kebocoran merugikan orang lain tau tau koutanya habis tidak dipakai mohon dgn sangat tehnologi yang canggih IT yg lebih maju,Negative,0.9960891008377075
LODOWIJK KORO,2.0,2023-08-06 04:59:00,Aplikasi yang bagus,Positive,0.9997324347496033
Anwar Sidik,5.0,2023-11-01 11:17:00,Mudah dan cepat,Positive,0.9996019005775452
rara reyma,4.0,2023-04-25 23:17:00,pertama pake traveloka semoga perjalanan lancar,Positive,0.9987905621528625
Mt Untoro,5.0,2023-04-20 04:12:00,sangat membantu mobilitas,Positive,0.9995986819267273
Azis two,5.0,2023-11-15 04:49:00,traveling tanpa ribet semenjak ada traveloka ????,Positive,0.7989908456802368
winda herlina,5.0,2023-08-26 23:57:00,sangat membantu,Positive,0.9995890259742737
Herawa Hadi wijaya,5.0,2023-10-23 10:56:00,Sangat membantu saya untuk memesan hotel,Positive,0.9995452761650085
Abdul Hakim,1.0,2023-08-22 11:28:00,Tolong jngan tampilkan lahi iklan ini oke,Neutral,0.9996205568313599
Rina Sri Wahyuni,5.0,2023-05-24 12:28:00,memuaskan dan sangat membantu,Positive,0.9995765089988708
Endra heropeeman,5.0,2023-01-11 05:28:00,"sangat membantu, terima kasih traveloka",Positive,0.9993519186973572
ajeng okta2,1.0,2023-04-07 13:46:00,"Burukkk sekali pelayanannya , masa reschwdulen aja 2jam parah kapok langsung uninstal",Negative,0.9998846054077148
Ahmad Akbar Sunandir,3.0,2023-04-12 00:55:00,lebih mudah dan cepat,Positive,0.9995651841163635
Aliakbar 88,5.0,2023-06-09 16:21:00,sangat membantu,Positive,0.9995890259742737
Andry Ardiyansah,5.0,2023-01-26 17:04:00,Bagus dan gampang cara pskai nya,Positive,0.9984474778175354
Daddy Rashid,5.0,2023-10-21 14:51:00,Bagus semoga aja tambah bagus kedepannya,Positive,0.9995893836021423
Daffa Arif,5.0,2023-06-20 17:57:00,Saya suka traveling,Positive,0.999721109867096
Otniel Embuai,5.0,2023-01-22 22:48:00,sangat mudah untuk di beli,Positive,0.9996592998504639
Roni Priyo Sejati,5.0,2023-08-09 07:30:00,ui nya menarik,Positive,0.9997331500053406
Mr Toro,5.0,2023-05-02 12:51:00,Traveloka memang mantap betul..,Positive,0.9997679591178894
Mizter Fikri,5.0,2023-05-26 13:50:00,pembelian mudah,Positive,0.9994340538978577
RAHIMAH MUGTI,5.0,2023-10-24 09:24:00,Mudah melihat jadwal penerbangan dan hotel dengan harga sesuai di kantong,Positive,0.9857177734375
Yusuf Affandi,4.0,2023-01-13 22:53:00,"ya boleh lah, tapi lelah bolak balik dikasih info persturan terbang zamaan corona",Neutral,0.9945584535598755
Muhammad Imran salim,5.0,2023-04-12 12:55:00,memuaskan harga terjangkau,Positive,0.9996254444122314
Ahmad Sofi,4.0,2023-06-15 00:22:00,sangat membantu,Positive,0.9995890259742737
aliansyah hidayat,3.0,2023-02-23 10:55:00,Knp ga bisa kirim data saya padahal udh bnr,Neutral,0.9924626350402832
Anak Jb flamindo,5.0,2023-06-28 02:23:00,Apk nya bagus,Positive,0.9997608065605164
novita sari,1.0,2023-03-06 17:53:00,Cacad banget aplikasinya buat mesen tiket kereta eror mulu.,Negative,0.999477207660675
Yoel Setiawan,5.0,2023-11-13 11:40:00,Bagus pakai ini untuk nginap sementara.,Positive,0.9988351464271545
Ervina Djanah,5.0,2023-05-09 23:32:00,Selalu menggunakan Traveloka kalau bepergian,Positive,0.9877299666404724
joni mulyadi,5.0,2023-05-08 04:51:00,cepat dan akurat,Positive,0.9996046423912048
Joker Hamura,5.0,2023-03-08 09:26:00,"sangat membantu,sukses terus ??",Positive,0.999438464641571
Raji Reza Ilahi,5.0,2023-05-09 05:05:00,Cepat tepat dan terpercaya,Positive,0.9995478987693787
Suherman meka,4.0,2023-07-15 04:38:00,sangat bermanfaat..,Positive,0.9996891021728516
Sahabat Nabi,5.0,2023-01-31 16:22:00,Alhamdulillah sangat membantu perjalanan traveling,Positive,0.9996236562728882
eka lindawati,5.0,2023-06-07 14:47:00,sangat bermanfaat,Positive,0.9997057318687439
Polma Pakpahan,5.0,2023-04-21 15:02:00,cepat dan akurat,Positive,0.9996046423912048
Dewi rosnawati,5.0,2023-06-21 13:25:00,sangat membantu,Positive,0.9995890259742737
dwi agusniati,5.0,2023-03-08 06:07:00,Traveloka selalu bisa diandalkan??????,Positive,0.9993866682052612
nazriel Haikal,4.0,2023-05-01 15:48:00,kemudahan dan jangkauan dlm bertransaksi,Positive,0.9882270693778992
Ranika Anugrah,5.0,2023-10-22 17:45:00,Traveloka memang aplikasi yang terbaik bagi saya,Positive,0.9997618794441223
sari mutiara,5.0,2023-07-08 06:55:00,Apliakdi yg bagus Buat temen healing,Positive,0.9995823502540588
Purnama Acc,5.0,2023-07-06 15:53:00,pelayanan baik,Positive,0.9995706677436829
noor alamsyah,5.0,2023-08-13 04:37:00,sangat baik sekali,Positive,0.9993009567260742
Bos Wisata (Singo Edan),1.0,2023-01-29 11:21:00,Hati hati untuk pilihan anda karena banyak yang harus di upgrade kondisi saat ini.,Neutral,0.9962800145149231
Aqila Pranaja,5.0,2023-03-27 14:38:00,harga sangat murah,Positive,0.9996575117111206
Chuchu chanel,5.0,2023-03-13 07:16:00,terimakasih Traveloka sangat membantu bangettt di kala ada urusan mendadak slalu siap.. terimakasih..,Positive,0.9996157884597778
Retno Sari,5.0,2023-07-17 11:27:00,sangat membantu,Positive,0.9995890259742737
Mochsin Latupono,5.0,2023-07-06 15:48:00,Aplikasinya mantap bngat,Positive,0.9997740387916565
eko sugianto,2.0,2023-03-14 19:47:00,ini aplikasi knpa gx bisa di buka ya,Neutral,0.9997356534004211
NK Sakti,4.0,2023-07-07 11:55:00,semoga kerja sama semangkin baik????,Positive,0.9443162679672241
Indah Suprihatina,5.0,2023-04-05 16:35:00,banyakin promo bagi pengguna paylater dunk,Neutral,0.999170184135437
Awaluddin Wotan,4.0,2023-07-20 11:01:00,sangat membantu,Positive,0.9995890259742737
Febry Maryani Yatu,5.0,2023-06-20 12:38:00,sangat membantu,Positive,0.9995890259742737
Nuhdika Anjangworo,5.0,2023-04-25 03:48:00,Aplikasi paling mudah di gunakan,Positive,0.9995046854019165
Ana Setyani,1.0,2023-04-30 21:25:00,"waktu keberangkatan di traveloka dan PO bus damri berbeda, alhasil saya harus menunggu 1 jam",Neutral,0.9988825917243958
Ilham Alimuddin,5.0,2023-07-17 19:42:00,sangat membantu,Positive,0.9995890259742737
Ika Agustina,1.0,2023-06-11 12:00:00,"Sistem point gak bgt, partnernya jelek2 dan tdk menguntungkan",Negative,0.9998868703842163
Ujang Sunarya,5.0,2023-06-06 14:09:00,sangat membantu,Positive,0.9995890259742737
Rafif Bagus,5.0,2023-07-06 00:56:00,sangat membantu,Positive,0.9995890259742737
Kushandoko Meimawardi,5.0,2023-09-22 14:15:00,traveloka memang praktis,Positive,0.9997466206550598
Roni Fernando,5.0,2023-10-22 12:38:00,sangat membantu,Positive,0.9995890259742737
Thifal Nabilah,5.0,2023-11-01 08:44:00,"Aplikasi sangat bagus, terbaik.",Positive,0.999742329120636
Halfi Pratama,5.0,2023-09-08 10:18:00,"Mantap sekali aplikasi nya, sangat membantu saya",Positive,0.9996219873428345
Rini Yasri,5.0,2023-05-03 01:16:00,dengan Traveloka beli tiket apapun jadi mudah . ??,Positive,0.9912958145141602
Agus Pahala,1.0,2023-07-02 06:07:00,Kebanyakan iklan,Neutral,0.9978936314582825
Ameka Dil,5.0,2023-07-28 11:23:00,sangat membantu,Positive,0.9995890259742737
Purwanto Bin nyartomo,5.0,2023-07-15 23:16:00,perbanyak promonya,Neutral,0.9973590970039368
Lilis Suryani,5.0,2023-05-08 09:35:00,sangat mudah dan membantu,Positive,0.9996559619903564
Lenni Marlina,1.0,2023-03-25 14:16:00,"Error terus mau masukan perusahaan, sampe kesel",Negative,0.9998745918273926
Titin Supartin,5.0,2023-11-13 11:56:00,Aplikasi terbaik buat travelling ??,Positive,0.9978690147399902
Talen Zb,1.0,2023-04-25 03:12:00,"Mohon dipercepat proses refund uang saya, seharusnya uang saya sudah kembali. Tapi sampai saat ini uang saya tidak kunjung dikembalikan.",Neutral,0.9994739890098572
Alfian Eka,5.0,2023-07-12 05:15:00,sangat membantu,Positive,0.9995890259742737
Rahmat Raden,5.0,2023-02-08 04:32:00,Luar biasa bagus sekali pokoknya jooozzzz dahhh. ???,Positive,0.999294638633728
kusjarwanto wawa,5.0,2023-06-12 05:18:00,teman setia saat dinas luar pulau,Neutral,0.9410654902458191
Rizki Maulana Putra,5.0,2023-10-31 04:18:00,"Mantap. Mudah, murah",Positive,0.9996923208236694
OH my JAZZ,3.0,2023-03-24 04:39:00,kode promo kode kupon nya gak pernah bisa di pakek,Neutral,0.9995539784431458
Irfan S Tukang,5.0,2023-07-14 07:50:00,sangat membantu,Positive,0.9995890259742737
Dimas Setiawan,5.0,2023-03-02 18:21:00,sangat muda dan membantu,Positive,0.9976143836975098
saepul muminin,5.0,2023-11-12 04:33:00,Sangat membantu pembelian tiket,Positive,0.9995049238204956
eko bersyukur,5.0,2023-02-16 06:52:00,"terbaik, pemberitahuan cancel cepat dr yg lain,",Neutral,0.9870320558547974
Gallery Q,1.0,2023-04-01 04:04:00,Mngecewakan refund smpe detik ini tdk ada kejelasan...,Neutral,0.9981302618980408
Atma Wijaya,1.0,2023-03-26 16:53:00,Proses refund lama n biaya pemotongan banyak pdhl blm satu hari... Pembatalan krn salah tgl ato bulan.. hati2,Neutral,0.902230978012085
aan nama kecilku,1.0,2023-03-16 21:47:00,Kenapa akun saya tiba tiba non aktif dan gag ada pemberitahuan :(,Neutral,0.9996562004089355
Wayan Rasu,5.0,2023-06-12 14:04:00,sangat membantu,Positive,0.9995890259742737
nita tu,5.0,2023-05-29 04:26:00,sangat membantu,Positive,0.9995890259742737
Saputra Ibnu Malik,5.0,2023-10-25 11:16:00,Pesan hotel lebih gampang... Thanks u,Neutral,0.993605375289917
Eno Rian,5.0,2023-04-22 14:03:00,aplikasinya kerennn... sangat memudahkan pengguna ??????,Positive,0.9996964931488037
Dohar Sinaga,5.0,2023-04-19 13:16:00,platform yang sangat membantu..????,Positive,0.9993627667427063
Andi Risman,5.0,2023-04-16 01:28:00,sangat mudah untuk digunakan,Positive,0.9996566772460938
victor tirta,5.0,2023-01-11 12:51:00,mantap sangat terkontrol,Positive,0.9995819926261902
MASYHUR AMIR,5.0,2023-06-10 00:29:00,sangat membantu....,Positive,0.9995189905166626
Nyoman Wiratha,4.0,2023-06-19 14:59:00,Sangat membantu,Positive,0.9995890259742737
amborO krumpyunX,5.0,2023-06-21 02:33:00,cukup membantu,Positive,0.9966578483581543
Johannes Johannes,1.0,2023-05-25 02:41:00,KALO ADA KENDALA SELALU DI BUAT EMOSI. PENYAMPAIAN KENDALA HNY VIA CHAT YG DIBALAS HMPR 30 MENIT. TLP KE CS KE SANA SINI YG JAWAB ROBOT. APLIKASI SERING BERMASALAH.,Negative,0.9995712637901306
Roy Adi,1.0,2023-01-28 04:13:00,Kasi bintang 1 kemarin saya melakukan refund di keterangan udah berhasil di transfer tapi dananya gk masuk sampai sekrang,Neutral,0.9978504180908203
Hendra Musriphal,5.0,2023-03-06 09:41:00,penyedia jasa hotelnya kurang jujur dlm posting iklan hrg,Negative,0.9998261332511902
wawansantosa wiria,3.0,2023-02-07 03:24:00,Kalo update trus nanti saya kasi 5 skr 3 dl ya...,Neutral,0.9996067881584167
Marbun Depos,1.0,2023-07-02 12:22:00,Ada Mafia nya ni Aplikasi,Negative,0.9996993541717529
Sumitra Stockis,5.0,2023-07-09 06:08:00,sangat membantu,Positive,0.9995890259742737
Christian David Posumah,5.0,2023-10-27 12:17:00,Mudah memesan tiker serta harga terjangkau ekonomis,Positive,0.999614953994751
Yanti cicilia,5.0,2023-01-27 05:08:00,cepat n praktis,Positive,0.9996232986450195
the kadalz,1.0,2023-08-22 14:02:00,Member gold limit 30 juta diblokir permanen hanya karena telat bayar 1x aja Makasih 5 tahun sudah menemani ??,Negative,0.9957461953163147
Aini Latifatun Zahro,1.0,2023-11-12 09:26:00,Hati-hati disuruh download aplikasi ini dan memberikan bintang 5 ujung-ujungnya penipuan hati-hati saja,Negative,0.9994888305664062
Siti Zahronah,5.0,2023-06-07 04:10:00,sangat membantu,Positive,0.9995890259742737
Adhyasa Kzm,2.0,2023-08-01 07:07:00,"Memesan kamar hotel lalu di batalka tetapi tagihan paylater tetap berjalan, menipu secara halus ini mh nama nya",Negative,0.9998763799667358
Rudy Hartono,5.0,2023-06-24 04:26:00,sangat membantu,Positive,0.9995890259742737
Aris Munandar,5.0,2023-07-27 09:46:00,sangat membantu,Positive,0.9995890259742737
Pengguna Google,5.0,2023-06-24 07:01:00,sangat membantu,Positive,0.9995890259742737
Asmara Ikazen,5.0,2023-04-08 09:46:00,mantap treveloka melayani online dengan sangat baik,Positive,0.9994605183601379
Liedanny Dharmawan,5.0,2023-08-01 13:55:00,sangat membantu,Positive,0.9995890259742737
Susanti A'shedik,5.0,2023-02-05 09:08:00,hanya traveloka yang aku suka..Terimakasih,Positive,0.9996440410614014
Iraa Mutiara,5.0,2023-07-17 14:48:00,sangat membantu,Positive,0.9995890259742737
Ashari Santoso,5.0,2023-06-29 15:46:00,sangat membantu,Positive,0.9995890259742737
Its mine,5.0,2023-11-10 10:14:00,"wkwkwkwkwk gw kira dengan uang sekecil ini bisa menghilangkan rasa penat dipikiranku ehhh ternyata ditipu, makasih yaaa??",Negative,0.9995067119598389
Irlita P,1.0,2023-01-21 14:15:00,"Hati-hati terjebak klu mau pesan hotel di hari libur seperti yg saya alami, pesanan kamar tiba-tiba berubah down grade setelah kita bayar, pesan kamar A setelah dibayar jadi kamar B, mending booking langsung dapat kamar yg sesuai kita bayar",Negative,0.980383038520813
Yoephi Sushanto,5.0,2023-05-09 14:35:00,Banyak membantu ketika mau bepergian,Positive,0.9981034994125366
aprilia Indriani,5.0,2023-07-01 04:10:00,Sangatt membantu,Positive,0.9990400671958923
Lodwik Hanasbey,5.0,2023-06-22 16:52:00,sangat membantu,Positive,0.9995890259742737
Rus Di,5.0,2023-07-24 04:30:00,sangat membantu,Positive,0.9995890259742737
indah cia,3.0,2023-05-11 22:44:00,"sekarang agak ribet jika pesan² di sini, lebih enak yang dulu",Positive,0.9863038659095764
Shalsabila Aura Adiar,5.0,2023-02-11 10:14:00,Tiket paling murh sllu ad di app ini,Positive,0.835146427154541
Hidayat Tanro,4.0,2023-03-27 08:40:00,Pelayanan nya cepat..,Positive,0.9997109770774841
fatimah renhoran,5.0,2023-04-03 01:35:00,Traveloka pelayanannya sayang terpercaya,Positive,0.9997411370277405
Choiri Choiri,5.0,2023-01-12 13:30:00,saya sudah puluhan kali beli tiket disini dan Alhamdulillah TDK pernah mengecewakan,Positive,0.9754480123519897
Iwan Rezpec,5.0,2023-08-05 06:17:00,sangat bermanfaat,Positive,0.9997057318687439
Romadiah Diah,4.0,2023-07-19 04:17:00,Kok tiba-tiba dibatalkan sihh. Sedih bangeeetttt. Bingung jadinya,Negative,0.9998296499252319
Ahmad Budi Prasetyo,5.0,2023-06-15 23:13:00,sangat membantu,Positive,0.9995890259742737
Hadicahyo Utomo,5.0,2023-05-11 10:54:00,Banyak manfaat tingkatkan kualitas terus,Positive,0.9922584891319275
M. Khafit,5.0,2023-09-11 03:45:00,membantu ok,Positive,0.9990254640579224
Herdi 277,5.0,2023-08-29 22:25:00,sangat di permudah????,Negative,0.9990617632865906
Ipunk Bahri,1.0,2023-02-02 11:16:00,"Ternyata banyak yang ngeluh, klo gitu uninstall aja deh",Neutral,0.9995102882385254
Dede Maulana,1.0,2023-03-10 16:34:00,"Aplikasi garong aying, jangan pernah download",Neutral,0.998110294342041
YURMI,5.0,2023-04-09 02:20:00,"Terimakasih, pelayanan cepat",Positive,0.9986615180969238
musaidi musaidi,5.0,2023-07-21 21:34:00,Trevaloka sangat mantap,Positive,0.9997642636299133
Indra Surbakti,1.0,2023-11-13 12:03:00,"Gak jelas aplikasi ini binatang masa dari medan ke binjai di sebut rute belum buka,aplikasi binatang ini",Negative,0.9998588562011719
Utiex Ghaisan,5.0,2023-02-08 11:40:00,"mudah, cepat, tepat",Positive,0.9995908141136169
Ibot Gunawan,5.0,2023-04-24 13:56:00,cepat dan tepat apabila ada pemberitahuan,Neutral,0.6735066175460815
Stella Vania,1.0,2023-05-12 10:40:00,"Refund saya sampai sekarang belum balik. MENYESAL SAYA PAKAI TRAVELOKA!! PERUSAHAAN BESAR DIMANA MANA ADA, TAPI REFUND AJA SUSAH LAMA.",Negative,0.9998840093612671
Agustinus Karambe,4.0,2023-08-31 02:15:00,"Keep improving.. mohon untuk tagihan paylater frekwensi nagihnya di kurangi dong,. tks",Neutral,0.9556204080581665
Dwi Ahmad,1.0,2023-09-19 03:12:00,"Pelayanan jelek, JANGAN HARAP DIREFUND. Saya tiga kali dibatalkan taksi dari CGK ke rumah, gak direfund.",Negative,0.9998712539672852
Indar Saputra,5.0,2023-01-20 12:25:00,cepat dan efektif,Positive,0.9996792078018188
heny herawati78,5.0,2023-07-15 16:23:00,sangat membantu,Positive,0.9995890259742737
