Reviewer_Nationality,Review_Date,review,Reviewer_Score,clean_review,neg,neu,pos,compound,sentiment
Other,2016-08-14, bed so uncomfortable springs sticking in me if your going to use cheap mattress use bed toppers Old tired hotel but quite good position  big room big bathroom good view nice pizza bar ,4.2,bed uncomfortable spring stick go use cheap mattress use bed topper old tired hotel quite good position big room big bathroom good view nice pizza bar,0.154,0.588,0.257,0.5699,positive
Other,2016-08-14, Shame about work going on right beside hotel Place a little dated but we enjoyed it Wifi limited this is dissapionting nowadays  Location good and spacious rooms for London,8.3,shame work go right beside hotel place little dated enjoy wifi limit dissapionting nowadays location good spacious room london,0.124,0.642,0.234,0.4062,positive
 United Kingdom ,2016-08-11, Everything about the hotel it s dated and being run down The facilities were all out of use or broken and no ladies changing room in pool due to a flood I won t be returning  The Location,4.6,everything hotel date run facility use broken lady change room pool due flood return location,0.181,0.819,0.0,-0.4767,negative
 United Kingdom ,2016-08-11, My room didn t have a window when I asked for one I was asked to pay more money they did not provide me With parking unless I payed 80 pounds more then my room price one of the worst places I ve every Stayed in the double bed was 2 single hard beds put together an it was 50s old mattress Ido not advise anybody to stay here the worst customer service as well ,2.9,room window ask one ask pay money provide park unless pay pound room price one bad place every stayed double bed single hard bed put together old mattress ido advise anybody stay worst customer service well,0.269,0.683,0.048,-0.8271,negative
 United Kingdom ,2016-08-10, Tired bedroom with a musky smell Upgraded our room huge room but a tiny double bed Old rusty brass taps in bathroom Needs modernising   We had a balcony great view ,7.5,tired bedroom musky smell upgrade room huge room tiny double bed old rusty brass tap bathroom need modernise balcony great view,0.106,0.659,0.234,0.5423,positive
 United Kingdom ,2016-08-10, Staff should be their to assist you give reasons for not helping with a request  Facility were good and the staff were ok however as a regular stayer when requested a room with a larger bed no one wanted to help disappointed overall ok,7.5,staff assist give reason help request facility good staff ok however regular stayer request room large bed one want help disappoint overall ok,0.083,0.489,0.428,0.8519,positive
 United Kingdom ,2016-08-09, The customer service wasn t good they was rude they didn t understand Our room smelt so we complained and they said they would sort it out straight away but they didn t do it straight away   The hotel was nice but poor service Also hotel a bit old fashioned ,3.3,customer service good rude understand room smelt complain say would sort straight away straight away hotel nice poor service also hotel bit old fashion,0.245,0.484,0.271,-0.0258,neutral
Other,2016-08-09, Our encounter with the room service supervisor manager was very hostile He came knocking at our room to yell at my wife that the towels hotel supplies is complimentary and is not free flow Due to his hostile reprimand my wife has to invite him in to the room s toilet to prove to him there is only an extra set of towels supplied 3 sets in total Hey we just moved in after 20 hours journey we were very tired and need a good shower That s the reason we asked for an extra set of towels The attitude of room service manager supervisor suck   My wife and I have been regular guests of this hotel since 1996 The familiar decors and setting bring us back many good memories of staying in Britania at Canary Wharf ,7.5,encounter room service supervisor manager hostile come knock room yell wife towel hotel supply complimentary free flow due hostile reprimand wife invite room toilet prove extra set towel supply set total hey move hour journey tire need good shower reason ask extra set towel attitude room service manager supervisor suck wife regular guest hotel since familiar decor set bring back many good memory stay britania canary wharf,0.1,0.731,0.169,0.6705,positive
Other,2016-08-08, very very uncomfortable bed poor bed linen cleaner entered my room without knocking at around 8am Not impressed about having to pay a pound for a towel in spa area I asked for a cab for my meeting and they provided their own driver he went the wrong way and it took us over double the time necessary and charged us 12 for a 10 minute journey that took 25 minutes   pool was good staff in pool were nice ,5.4,uncomfortable bed poor bed linen cleaner enter room without knock around impressed pay pound towel spa area ask cab meeting provide driver go wrong way take double time necessary charge minute journey take minute pool good staff pool nice,0.249,0.606,0.145,-0.6546,negative
 United Kingdom ,2016-08-07, The staff who severed me was very rude and stubborn very poor customer service I was with my wife celebrating our 25years anniversary went very poor Room cleaner accidentally opened our room door twice so I don t no if that s accident   Room was nice the staff where not very good they looked they are stressing not good with customers ,5.8,staff sever rude stubborn poor customer service wife celebrate anniversary go poor room cleaner accidentally open room door twice accident room nice staff good look stress good customer,0.402,0.319,0.279,-0.7351,negative
Other,2016-08-06, The staff at the restaurant Spice was not as friendly as it could have been and took really long as there were only 2 working   I was surprised when I entered this fancy grand hotel as I didn t expect this for the price It seemed really posh Later I saw the room and I think it s a luxurious hotel that lost a bit of value as it aged But still really comfortable ,9.2,staff restaurant spice friendly could take really long work surprise entered fancy grand hotel expect price seem really posh later saw room think luxurious hotel lose bit value age still really comfortable,0.062,0.601,0.337,0.8969,positive
 United Kingdom ,2016-08-06,  Very pleasant and helpful staff Great location and very reasonably priced especially with its grand decor Very quiet at the weekend too would use this hotel again ,9.6,pleasant helpful staff great location reasonably price especially grand decor quiet weekend would use hotel,0.0,0.449,0.551,0.9259,positive
 United Kingdom ,2016-08-05, Only ever had one or two night stays so nil to report here always fine   stayed here quite a few times with national holidays this was first time I booked direct Feels right comfortable for us good location too ,7.5,ever one two night stay nil report always fine stay quite time national holiday first time book direct feel right comfortable good location,0.0,0.634,0.366,0.8739,positive
 United Kingdom ,2016-08-05, At check in i was delighted to see the Spices Indian Restaurant and immediately made dinner plans The restaurant was very quiet and i perhaps i discovered why I ordered a glass of what purported to be Rioja and indeed it might have been but tasted like it came from a bottle which had been left half empty for days or longer On sending it back as off the waiter clearly disagreed with me but agreed to bring me a Shiraz instead which tasted remarkably similar to the supposed Rioja and similarly off So i reverted to beer and waited for the food To be fair the Masala Fish starter was ok However the lamb rogan reminded me of some sort of re constituted packet meal from the 1980s The type of meat i m assuming it was meat was indeterminate there was no evidence of spicy hotness and it was accompanied by a Peshwari Nan which had a vague sprinkling of something resembling desiccated coconut but nothing else It was without doubt one of the worst culinary experiences of my life My advice stay at the hotel but avoid the Indian restaurant   Nice room and an upgrade efficient check in good value ,7.1,check delight see spice indian restaurant immediately make dinner plan restaurant quiet perhaps discover ordered glass purport rioja indeed might taste like come bottle leave half empty day longer send back waiter clearly disagree agree bring shiraz instead taste remarkably similar suppose rioja similarly revert beer wait food fair masala fish starter ok however lamb rogan remind sort constitute packet meal type meat assume meat indeterminate evidence spicy hotness accompany peshwari nan vague sprinkle something resemble desiccate coconut nothing else without doubt one worst culinary experience life advice stay hotel avoid indian restaurant nice room upgrade efficient check good value,0.089,0.668,0.244,0.9651,positive
 United Kingdom ,2016-08-04, I asked for upper room smoking room even when I reached there I ask to manager for good room but he says next time so I didn t liked that coz I m regular customer  Location,5.8,ask upper room smoking room even reach ask manager good room say next time like coz regular customer location,0.0,0.711,0.289,0.6705,positive
 United Kingdom ,2016-08-04, Stained wall paper stains all over bedroom carpet shower hanging off the wall Had to clean my own table on two separate occasions for breakfast despite the table being dressed and ready to sit at Cutlery dishes and glasses covered in dishwasher residue both days Had pizza in the Italian restaurant expecting fresh chef cooked pizza Got ready made pizza bases not cooked properly with a bit of no friz toppings Headless to say we didn t eat at the hotel for the rest of the stay Have stayed in many 4 and 5 hotels in London and this was by far the worst experience I have ever had Staff were grumpy and constantly arguing in the breakfast restaurant   Location and proximity to amenities ,4.2,stain wall paper stain bedroom carpet shower hang wall clean table two separate occasion breakfast despite table dress ready sit cutlery dish glass cover dishwasher residue day pizza italian restaurant expect fresh chef cook pizza get ready make pizza base cook properly bite friz topping headless say eat hotel rest stay stay many hotel london far bad experience ever staff grumpy constantly argue breakfast restaurant location proximity amenity,0.131,0.804,0.065,-0.6273,negative
 United Kingdom ,2016-08-04, There were not enough electrical sockets especially next to the bed there was a small drip in the bathroom from the ceiling   Room size was good descent mirrors and storage space view staff short walk from underground ,8.3,enough electrical socket especially next bed small drip bathroom ceiling room size good descent mirror storage space view staff short walk underground,0.0,0.879,0.121,0.4404,positive
Other,2016-08-04, buffet breakfast was disgusting Scrambled eggs where like porridge Apple juice was not apple juice it tasted full off sugar and colouring Over all bad way to start the day Rooms had 3 steps in them It says they have wifi on there web page it dosent say you have to sit in the foyer for free wifi or pay 7 pound per device in your room   i loved checkout knowing i was finally free off this hotel ,4.6,buffet breakfast disgusting scramble egg like porridge apple juice apple juice taste full sugar colour bad way start day room step say wifi web page dosent say sit foyer free wifi pay pound per device room love checkout know finally free hotel,0.147,0.618,0.235,0.7184,positive
 United Kingdom ,2016-08-03, We had to come in a company van and there was nowhere to park it Nobody seemed to want to help us and we ended up parking miles from the hotel and paying for taxis back and forth Very inconvenient   the decor was lovely and room was very comfortable ,9.6,come company van nowhere park nobody seem want help end park mile hotel pay taxi back forth inconvenient decor lovely room comfortable,0.123,0.518,0.359,0.8074,positive
 United Kingdom ,2016-08-03, Having to pay 63 for 3 days parking on top of the hotel fees but it is London   Rooms nice and clean clean towels and bedding every day friendly staff and very helpfu ,7.1,pay day park top hotel fee london room nice clean clean towel bed every day friendly staff helpfu,0.053,0.451,0.496,0.8957,positive
Other,2016-08-03, Given the star rating I felt it was a bit spartan in terms of furnishings active construction site nearby Ventilation was poor and on a warmer day this room would likely be uncomfortable   The room was very clean tidy surprisingly large I had a disabled friendly bathroom by the look of it Bathroom was extremely clean nice bath first time in a hotel I ever used one ,7.9,give star rating felt bit spartan term furnishing active construction site nearby ventilation poor warm day room would likely uncomfortable room clean tidy surprisingly large disable friendly bathroom look bathroom extremely clean nice bath first time hotel ever use one,0.103,0.562,0.335,0.8952,positive
 United Kingdom ,2016-08-02, There was no hot water either the night of arrival or the next morning I requested a quiet room and it was located behind the lift shaft I had to go to work the following morning very early hours so got little sleep A drawer frontage fell off when I tried to open the drawer  ,3.5,hot water either night arrival next morning request quiet room locate behind lift shaft go work follow morning early hour get little sleep drawer frontage fell tried open drawer,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2016-08-02, I had booked an extra bed for a child and received confirmation of this but the hotel had not made up the bed and said they had no record of this from booking com I then needed to go back down to reception to pay for this immediately Room service had to be paid for there and then 5 30am and toast couldn t be provided before 6 30am extra charges for pool and spa with early closing times extra charges for towel hire for the pool Basically extra charges for everything a normal hotel would add these to the room for payment to be made at check out but all had to be paid for at the time Poor service   The hotel was in a good central location for the Ridelondon event,5.0,book extra bed child receive confirmation hotel make bed say record booking com need go back reception pay immediately room service pay toast provide extra charge pool spa early close time extra charge towel hire pool basically extra charge everything normal hotel would add room payment make check pay time poor service hotel good central location ridelondon event,0.116,0.839,0.046,-0.34,negative
 United Kingdom ,2016-08-02, The breakfast was just plain We found the room was a bit tired looking Scuffed furniture holes in wall from a picture once there   The bed was comfy Reception looked great Everything worked ,6.3,breakfast plain find room bit tired look scuffed furniture hole wall picture bed comfy reception look great everything work,0.121,0.708,0.171,0.296,positive
 United Kingdom ,2016-08-02, Aircon fan was a tad noisy in the room carpets in the stairs were a bit past their best Parking a bit pricey but it is that London   Good room great location for our event Ride London Surrey Nice clean room bright despite no windows did book knowing no window ,7.5,aircon fan tad noisy room carpet stairs bit past best parking bit pricey london good room great location event ride london surrey nice clean room bright despite window book know window,0.036,0.494,0.47,0.9648,positive
 United Kingdom ,2016-08-02, We were very pleased with the upgrade but was very disappointed with the bed hard and uncomfortable Not a very good night sleep   Great location for the purpose of stay London cycle ride On web site car parking was available but the area was small spaces very narrow and difficult to drive around We enjoyed the room upgrade ,6.3,pleased upgrade disappoint bed hard uncomfortable good night sleep great location purpose stay london cycle ride web site car park available area small space narrow difficult drive around enjoyed room upgrade,0.203,0.507,0.291,0.7184,positive
Other,2016-08-02, No free wifi in the room The shower was a bit difficult to adjust to the right temperature The staff is professional but not friendly Check out time is 11 00 There is a charge for all extra s Like the left luggage etc   We were upgraded to a suite Probably because of our early check in The hotel is a bit old fasioned You can see it Use to be high profile in its early years No free Wifi in the room but only in the comfortable spacy lobby Location is good but the excelent view will soon disappear behind new buildings,9.2,free wifi room shower bit difficult adjust right temperature staff professional friendly check time charge extra like left luggage etc upgrade suite probably early check hotel bit old fasioned see use high profile early year free wifi room comfortable spacy lobby location good excelent view soon disappear behind new building,0.068,0.631,0.302,0.9349,positive
 United Kingdom ,2016-08-01, Cleanlinees poor dirty and dark in places needs re furbished and brought up to date Travel Lodge allot cleaner ammeinties water in rooms the hotel charged for everything from a window to a bottle of water a towel 1 and use of Gym another 4 and so on   Not far from DLR and work,3.8,cleanlinees poor dirty dark place need furbished brought date travel lodge allot clean ammeinties water room hotel charge everything window bottle water towel use gym another far dlr work,0.173,0.749,0.078,-0.5106,negative
 United Kingdom ,2016-07-31, I have stayed at the hotel numerous times this year due to locality of my workplace It is normally a reasonably priced hotel with a comfortable stay Unfortunately on this occasion my stay was awful the toilet in the room had a disgusting smell of smoke which seemed to come from a balcony on the 13th floor This was constant with the air con not making any difference the bed was terrible and was on the verge of breaking This will be my last stay here I will be taking my custom elsewhere  ,5.4,stayed hotel numerous time year due locality workplace normally reasonably price hotel comfortable stay unfortunately occasion stay awful toilet room disgust smell smoke seem come balcony floor constant air con make difference bed terrible verge break last stay take custom elsewhere,0.24,0.696,0.064,-0.8442,negative
 United Kingdom ,2016-07-31, The bed I slept in was making a funny noise each time I turned in the night I could here the noise of springs coming from the bed frame or mattress also the windows are not double glazed properly I could hear the noise from the passing DLR trains and the birds in the river   The room we stayed was clean and the bathroom was amazing and it had white towels and bed linen The hotel is a short distance from the train station so commuting is easy ,6.7,bed sleep make funny noise time turn night could noise spring come bed frame mattress also windows double glaze properly could hear noise pass dlr train bird river room stay clean bathroom amaze white towel bed linen hotel short distance train station commute easy,0.0,0.769,0.231,0.9001,positive
 United Kingdom ,2016-07-31, The internal hotel air conditioning fan was very noisy and as far as I could see no way to turn it down or off   The small single room with no window that I had booked wasn t available due to a flood They therefore upgraded me to a much larger room and gave me a free glass of wine for the erm inconvenience of having my room upgraded Can t say fairer than that ,7.5,internal hotel air condition fan noisy far could see way turn small single room window book available due flood therefore upgrade much large room give free glass wine erm inconvenience room upgrade say fairer,0.106,0.754,0.141,0.34,positive
 United Kingdom ,2016-07-31, Parking was very very difficult in the car park needs to be looked at as collisions in there are inevitable   Staff were welcoming and friendly rooms were comfortable and clean ,8.3,park difficult car park need looked collision inevitable staff welcome friendly room comfortable clean,0.198,0.317,0.484,0.802,positive
 United Kingdom ,2016-07-31, Terrible uncomfortable matress bathroom really needs upgrading and modernisation Filthy Windows and badly maintained lifts   Location excellent for working in Canary Wharf Room relatively quiet ,5.4,terrible uncomfortable matress bathroom really need upgrading modernisation filthy windows badly maintain lifts location excellent work canary wharf room relatively quiet,0.298,0.576,0.125,-0.6249,negative
Other,2016-07-30, the old dilapidated state of the property internally It is like an old man ready to die there is a very major construction next door and one can not avoid seeing that everyday from their windows I am sure the building is due for a rebuild anyway   The hotel is very old and what you see on the internet was possibly taken 20yrs ago as it does really show present status of the property today FALSE ADVERTISING The staff are very good doing the best under the circumstances ,5.4,old dilapidated state property internally like old man ready die major construction next door one avoid see everyday window sure build due rebuild anyway hotel old see internet possibly take ago really show present status property today false advertising staff good best circumstance,0.108,0.637,0.255,0.8074,positive
 United Kingdom ,2016-07-28, Terrible attitude from the staff They were very rude and disrespectful Need to be more clear on what is included within the price   The rooms where were clean ,3.3,terrible attitude staff rude disrespectful need clear include within price room clean,0.314,0.412,0.273,-0.2023,negative
 United Kingdom ,2016-07-28, All was good  We were upgraded to 11th floor in a suite which was a lovely surprise and made our working visit to canary wharf a very enjoyable experience Thank you,9.6,good upgraded floor suite lovely surprise make work visit canary wharf enjoyable experience thank,0.0,0.388,0.612,0.9217,positive
 United Kingdom ,2016-07-28, Would of been nice to of had a double mattress not two singles with a double sheet Couldn t believe I could not get a coffee from the bar in the evening   Good location And clean room Very impressive ascetics,6.3,would nice double mattress two single double sheet believe could get coffee bar even good location clean room impressive ascetic,0.0,0.578,0.422,0.8934,positive
 United Kingdom ,2016-07-26, No free wifi inside the rooms Don t provide any charger Telephone in room didn t work at all Couldn t even use the tel to call reception   Fair price Provided toothpaste and toothbrush Express check out was awesome ,6.7,free wifi inside room provide charger telephone room work even use tel call reception fair price provide toothpaste toothbrush express check awesome,0.0,0.662,0.338,0.8658,positive
 United Kingdom ,2016-07-25, Hefty parking charge 15 00 to keep my car over night but besides that everything else was great   The service the look of the hotel the size of the room nice big spa bath in bathroom Nice view of the city ,8.8,hefty park charge keep car night besides everything else great service look hotel size room nice big spa bath bathroom nice view city,0.0,0.673,0.327,0.8658,positive
 United Kingdom ,2016-07-24, Bed really hard and you could feel individual springs Good quality mattress topper would probably sort this hotel manager Heating only seemed to function to cool the room and no matter what we did it seemed to stay on 16 5 degrees i e too cold   Really good value booked only one day before Really large rooms with two nice armchairs and spectacular views ,7.5,bed really hard could feel individual spring good quality mattress topper would probably sort hotel manager heating seem function cool room matter seem stay degree cold really good value book one day really large room two nice armchair spectacular view,0.034,0.668,0.297,0.8998,positive
 United Kingdom ,2016-07-24, Rooms needs some TLC Breakfast should be included in the price but for what we paid they should have provided more fresh fruit better quality juices the apple juice was extremely sweet   The feel of it,6.7,room need tlc breakfast included price pay provide fresh fruit well quality juice apple juice extremely sweet feel,0.061,0.606,0.333,0.7425,positive
 United Kingdom ,2016-07-24, Towels tea bags and wifi I find it incredible that hotels of this standard cannot provide larger towels and decent tea I m equally amazed that in this day and age there is a charge for wifi in rooms I ve stayed in many hotels abroad and many of a lower standard and rating than this where wifi is free in all areas I took a special offer of a reduced rate on windowless room The electric fan provided relief but why doesn t a hotel of this standard have AC anyway   The location apart from the awkward walk from tube DLR stations around building works is very good ,7.5,towel tea bag wifi find incredible hotel standard cannot provide large towels decent tea equally amazed day age charge wifi room stay many hotel abroad many low standard rating wifi free area take special offer reduce rate windowless room electric fan provide relief hotel standard ac anyway location apart awkward walk tube dlr station around building work good,0.052,0.702,0.246,0.93,positive
 United Kingdom ,2016-07-23, The hotel is very tired and tries too hard to be something it isn t Wifi is very poor and tends to be big bus parties who use it Cheaper and better elsewhere if you are just visiting London   Location ,5.0,hotel tire try hard something wifi poor tends big bus party use cheap well elsewhere visit london location,0.193,0.601,0.206,0.0772,neutral
 United Kingdom ,2016-07-23, Staff rude and when I continuously refused to accept a room without a window they became aggressive to the extent that I said I would call the police  Booked a room with a window and on arrival was told they had none available so was told I had to have a room without a window I refused and eventually had to pay to upgrade to a twin room which was a smoking room and stank ,2.5,staff rude continuously refused accept room without window become aggressive extent say would call police book room window arrival tell none available tell room without window refuse eventually pay upgrade twin room smoking room stank,0.219,0.645,0.137,-0.5526,negative
Other,2016-07-22, The non disponibility of the net favilty at the room it to have be free all the time   The location of the hotel visa a vis transports facility metro bus ,5.8,non disponibility net favilty room free time location hotel visa vi transport facility metro bus,0.0,0.809,0.191,0.5106,positive
 United Kingdom ,2016-07-21, Parking could be cheaper   Great hotel fantastic Indian restaurant 10 10 breakfast excellent our 2nd stay and will stay again great value for money ,10.0,parking could cheaper great hotel fantastic indian restaurant breakfast excellent stay stay great value money,0.0,0.358,0.642,0.9578,positive
 United Kingdom ,2016-07-21, The bedroom was musty and not that comfortable They charge 15 for car park per day and it is not mentioned on the booking details   Hotel is in a good location for business and easy access to most of City via the docklands railway ,6.7,bedroom musty comfortable charge car park per day mention book detail hotel good location business easy access city via docklands railway,0.0,0.664,0.336,0.8442,positive
 United Kingdom ,2016-07-20, Your indian restaurant was a disgrace the food wasn t what is said and the staff there wasn t helpful at all  The bed was very comfortable set against the water very relaxing,8.3,indian restaurant disgrace food say staff helpful bed comfortable set water relax,0.158,0.396,0.446,0.7003,positive
 United Kingdom ,2016-07-19, The only complaint I have is that the coffee in the room could be more than just 2 sachets and a better quality coffee  We got upgraded to the penthouse suite without asking which was brilliant the view was brilliant and the room big and airy,9.2,complaint coffee room could sachets good quality coffee get upgraded penthouse suite without ask brilliant view brilliant room big airy,0.306,0.587,0.106,-0.6645,negative
 United Kingdom ,2016-07-19, Tissue box in the bathroom not sure if it was supposed to be some sort of paper origami but didn t look good also TV wouldn t work that well not sure if remote batteries maybe running out   Loved the rooms very high standards always cleaned and tidied daily to high standard would recommend,8.3,tissue box bathroom sure suppose sort paper origami look good also tv work well sure remote battery maybe run love room high standard always clean tidied daily high standard would recommend,0.0,0.558,0.442,0.9517,positive
Other,2016-07-19, No ventilation in the bathroom Not enough insulation so we can hear noises outside the room Free wifi is only half an hour day and poor signal in our room No outdoor sitting area   The bed is comfortable The room is clean ,7.5,ventilation bathroom enough insulation hear noise outside room free wifi half hour day poor signal room outdoor sit area bed comfortable room clean,0.099,0.605,0.296,0.7351,positive
 United Kingdom ,2016-07-19, Beds were comfy but was given 2 single beds put together Not comfortable at all for a young couple as one or the other kept slipping in between so a bit of a sleepless night No long mirrors Extra Towel and extra pillows request ignored Felt not at all value for money 2nd room views of roadworks and building Not good as was booked for a footballer player His bef was also 2 singles   Bathrooms clean Room clean Good breakfast Excellent view from my room 2nd room booked as was entertaining a new UK signed football player His room was better than ours but i guess it better he had the better one ,6.7,bed comfy give single bed put together comfortable young couple one kept slip bit sleepless night long mirror extra towel extra pillow request ignore felt value money room view roadworks build good book footballer player bef also single bathroom clean room clean good breakfast excellent view room room book entertain new uk sign football player room well guess well good one,0.031,0.601,0.368,0.9764,positive
 United Kingdom ,2016-07-19, Their Staff could be a little better trained and maybe try to be helpful rather than just simply ignore other guests or brush them off  It wasn t as bad as I d expected reading all of the reviews ,6.7,staff could little good train maybe try helpful rather simply ignore guest brush bad expect reading review,0.246,0.533,0.222,-0.1513,negative
 United Kingdom ,2016-07-19, There are newer rooms on the ground floor that don t have windows they are not uncomfortable but I wouldn t want to stay in one longer than a night   The hotel is like an old rich lady that s seen better days think of Blanche DuBois from the movie Street Car Named Desire Yes its a bit tatty and frail but you can see vestiges of it s former glory around you Huge bath tub that isnt environmentally friend but very comfortable High ceilings and lots of space in the public areas Big windows letting in lots of light Staff making up for it with bigger smiles but with a hint of yes we know I d stay here again ,7.5,new room ground floor window uncomfortable want stay one long night hotel like old rich lady see well day think blanche dubois movie street car name desire yes bite tatty frail see vestige former glory around huge bath tub isnt environmentally friend comfortable high ceiling lot space public area big window let lot light staff make big smile hint yes know stay,0.096,0.592,0.313,0.943,positive
Other,2016-07-19, One of the worst places I have stayed They have a gym but it is not included in the price Give breakfast a miss Bring your ear plugs for the train and construction Avoid talking to the staff don t worry that the place is falling apart and you will be fine   Location,2.9,one bad place stay gym include price give breakfast miss bring ear plug train construction avoid talk staff worry place fall apart fine location,0.329,0.613,0.058,-0.8126,negative
Other,2016-07-18, Upon my arrival I was given a room without windows even though my reservation was for a one with windows 130 GBP per night After my complaint I was told that I booked a room without windows even though that was not true After all they apologized and provided a room I booked but it was very cold wasn t clean and there were moths in the towels   Location,3.8,upon arrival give room without window even though reservation one windows gbp per night complaint tell booked room without window even though true apologize provided room book cold clean moth towel location,0.059,0.755,0.186,0.5719,positive
 United Kingdom ,2016-07-18, Room decor is rather tired It s central London so it s quite noisy at night though that iis hardly hotel s fault Relatively inexpensive for the area   Ideal for family event in Canary Wharf area Parking available Arranged requested room with disabled facilities for my mother and receptionist quickly arranged for all three rooms for family members to be on same floor next to each other ,9.6,room decor rather tired central london quite noisy night though iis hardly hotel fault relatively inexpensive area ideal family event canary wharf area park available arrange requested room disable facility mother receptionist quickly arrange three room family member floor next,0.157,0.771,0.073,-0.4432,negative
 United Kingdom ,2016-07-18, One particular member of staff a trainee lady is rude inconsistant with information and dismisive I also dont like the fact that when you book a smoking room they try and charge you extra   The location ,4.6,one particular member staff trainee lady rude inconsistant information dismisive also dont like fact book smoking room try charge extra location,0.212,0.788,0.0,-0.6261,negative
Other,2016-07-17, Other reviewers described this hotel as tired I would add shabby and mediocre You have to pay for WiFi in your room they advertise free WiFi in the lobby but this is only 20 minutes day and doesn t seem very reliable It s clear that maintenance is not a priority at this hotel for example some genious replaced the toilet seat in my room with a larger model that prevented the bathroom door from opening fully the paintings were hanging from a single nail the windows in the bar looked like they hadn t been cleaned all year The room furnishings included a dressing table in front of the window with a mirror that obscured most of the view The pizza at their Italian restaurant looked and tasted like frozen takeout the house wine was undrinkable I would stay here again if there were no other options but I would spend as little time in the hotel as possible there are lots of restaurants and cafes nearby with free WiFi and really good food   Convenient to Canary Wharf which has good rail and tube connections to the rest of London Really comfortable bed ,5.0,reviewer describe hotel tire would add shabby mediocre pay wifi room advertise free wifi lobby minute day seem reliable clear maintenance priority hotel example genious replace toilet seat room large model prevent bathroom door open fully painting hang single nail window bar look like clean year room furnishing include dress table front window mirror obscure view pizza italian restaurant look taste like frozen takeout house wine undrinkable would stay option would spend little time hotel possible lots restaurant cafes nearby free wifi really good food convenient canary wharf good rail tube connection rest london really comfortable bed,0.012,0.736,0.252,0.9768,positive
Other,2016-07-17, Bed was very uncomfortable Felt the springs in the mattress  We only stayed one night cause we had to get a flight early next morning But everything was great for our short stay Lovely big room,8.3,bed uncomfortable felt spring mattress stay one night cause get flight early next morning everything great short stay lovely big room,0.091,0.632,0.277,0.743,positive
 United Kingdom ,2016-07-16, Had to pay for parking   The check in was fast and smooth They upgraded me to a better room which was lovely and spacious The room was clean and staff were kind and helpful ,9.2,pay park check fast smooth upgrade well room lovely spacious room clean staff kind helpful,0.056,0.357,0.587,0.9246,positive
Other,2016-07-14, The furniture is old and in the room was a smell from smoking and no window was opening Our reservation was changed I have reserved a different room and when I was there they said that is no longer available   The price was fair,5.8,furniture old room smell smoke window open reservation change reserve different room say longer available price fair,0.0,0.874,0.126,0.3182,positive
 United Kingdom ,2016-07-14, Room decor was a little tired as was the bathroom The main reception area smelled like a swimming pool on Tuesday   Close to my place of work and to local restaurants ,6.3,room decor little tired bathroom main reception area smell like swim pool tuesday close place work local restaurant,0.124,0.758,0.118,-0.0276,neutral
 United Kingdom ,2016-07-14, The furniture was old and tired getting close to shabby The restaurant food was poor For a London hotel next to Canary Wharf I would expect much better facilities Clearly at some point this had been a good hotel but it hasn t been updated for a long time all it will take is one good large hotel to open nearby and this hotel should lose almost all it s custom  The rooms were clean Hotel was fairly quiet The staff were nice ,6.0,furniture old tire get close shabby restaurant food poor london hotel next canary wharf would expect much good facility clearly point good hotel update long time take one good large hotel open nearby hotel lose almost custom room clean hotel fairly quiet staff nice,0.099,0.616,0.285,0.8701,positive
 United Kingdom ,2016-07-14, The rooms were falling apart The bed had bugs I was bitten on my leg The toilet seat kept falling down and smacking into my back whilst I was engaged The room was in dire need of decoration The hair dryer blew up There was a huge pool of water on the window sill The restaurant staff had no idea what gluten free meant and I am convinced that my gluten free toast was cross contaminated somewhere in the kitchen But apart from that   It was in a good location for the meeting we had the next day ,4.2,room fall apart bed bug bite leg toilet seat keep fall smack back whilst engage room dire need decoration hair dryer blow huge pool water window sill restaurant staff idea gluten free meant convince gluten free toast cross contaminate somewhere kitchen apart good location meet next day,0.051,0.676,0.274,0.9042,positive
Other,2016-07-14, This is not a modern hotel nuts very tired old hotel My room was a large cupboard in the middle of the hotel the bed uncomfortable with poor old linen and a toilet attempting to flush all night long The staff are unfriendly and disinterested ,3.3,modern hotel nut tire old hotel room large cupboard middle hotel bed uncomfortable poor old linen toilet attempt flush night long staff unfriendly disinterested,0.281,0.719,0.0,-0.802,negative
Other,2016-07-14, I disliked a lot of things i must pay the gym while it was not visible on the website that it would come on top i saying that the wi fi is included is not correct with your customers as you only benefit from 20 minutes for free not sufficient at all when you travel for business reasons iii average low breakfast e g not even a single fruit   Nothing,5.4,dislike lot thing must pay gym visible website would come top say wi fi include correct customer benefit minute free sufficient travel business reason iii average low breakfast even single fruit nothing,0.152,0.647,0.201,0.4588,positive
 United Kingdom ,2016-07-13,  Spa facilities should be cleaner in need of renovation all else was great thank you staff was very nice especially the asian girl which allocated my room,8.8,spa facility cleaner need renovation else great thank staff nice especially asian girl allocate room,0.0,0.498,0.502,0.8779,positive
Other,2016-07-13, The wifi in the room is on chargeable basis per day The furniture in the room looked old and worn out I wanted to have just eggs for breakfast which they didn t serve in the restaurant   The check in was quick The room was nice and clean The bathroom had a tub Room had iron and an iron table which was useful ,7.5,wifi room chargeable basis per day furniture room look old worn want egg breakfast serve restaurant check quick room nice clean bathroom tub room iron iron table useful,0.063,0.659,0.278,0.7579,positive
